customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
sdv-id-aIExVg,Male,0,No,No,10,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,52.6,57.384,No
sdv-id-LXQCPH,Male,0,No,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),49.63,5875.721,No
sdv-id-JDEPVr,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.3,2898.638,No
sdv-id-nHIkQE,Male,1,No,No,64,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),105.44,5696.938,No
sdv-id-rEQsmE,Male,1,No,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.68,134.273,No
sdv-id-zpMmKn,Male,1,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,104.7,2368.899,No
sdv-id-ExUqDA,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),103.64,7486.051,No
sdv-id-bBkIRq,Female,1,No,No,30,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.41,1586.898,No
sdv-id-Wnevkb,Male,0,Yes,Yes,40,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,58.16,171.711,No
sdv-id-BZfSYi,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.9,1189.655,No
sdv-id-snXSvp,Male,1,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.97,60.139,Yes
sdv-id-JsbPUm,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.3,60.071,No
sdv-id-xgzVfW,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),47.11,1741.46,No
sdv-id-Hzsbje,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.65,693.199,No
sdv-id-TiLGWv,Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),71.18,5683.813,No
sdv-id-ntvIKm,Female,1,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,104.4,2844.455,Yes
sdv-id-pprtQg,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,46.26,41.219,No
sdv-id-nGcCXf,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.09,1445.354,No
sdv-id-woOesn,Male,1,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,66.11,174.147,Yes
sdv-id-anGWuf,Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.54,296.549,Yes
sdv-id-GTFaVC,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.84,515.618,No
sdv-id-KUCEoT,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),90.04,2641.525,No
sdv-id-hcZskm,Female,0,No,No,72,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),103.48,6821.568,No
sdv-id-rTtqnC,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.44,1092.247,No
sdv-id-fxLGBR,Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.15,533.476,No
sdv-id-GbpMrH,Male,0,No,No,30,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,41.44,462.544,No
sdv-id-udwVyd,Female,0,Yes,No,11,No,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.31,248.293,Yes
sdv-id-IQMkDv,Male,1,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.74,4379.532,No
sdv-id-cHcNSG,Female,0,No,No,23,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),29.81,2608.987,No
sdv-id-EpFBZM,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.23,614.631,No
sdv-id-XcwLIo,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.02,1368.774,No
sdv-id-OJSwFa,Male,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.18,260.219,No
sdv-id-asSDdU,Male,1,Yes,No,44,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,71.01,5289.545,No
sdv-id-PxQBIB,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.69,7064.272,No
sdv-id-UpbJKI,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),71.86,2908.103,No
sdv-id-oVRxKA,Female,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.06,7370.159,No
sdv-id-JvgxZx,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,46.01,230.577,No
sdv-id-yeoQLD,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.13,590.475,No
sdv-id-wFWXYf,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,80.14,7125.901,No
sdv-id-VeEDKU,Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.5,2061.968,No
sdv-id-xaufSz,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.44,5200.93,Yes
sdv-id-hxxZAw,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.46,310.279,No
sdv-id-bgPtQl,Male,0,No,No,14,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.56,176.446,No
sdv-id-yrgmHp,Male,1,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.75,1009.351,Yes
sdv-id-lEzZxj,Male,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.42,1525.917,No
sdv-id-RBOiVY,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.23,18.8,No
sdv-id-VJllvP,Male,0,No,No,22,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.94,18.8,No
sdv-id-Vzyzxb,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,67.96,1334.44,No
sdv-id-brrzoI,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.98,18.8,No
sdv-id-EqvRld,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.42,154.924,Yes
sdv-id-dizoUr,Female,0,Yes,Yes,38,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),61.99,6270.451,No
sdv-id-DhnhhH,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.74,846.928,No
sdv-id-ryDPKe,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.94,1875.788,No
sdv-id-eNjWMP,Female,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.19,4659.522,No
sdv-id-uoagMf,Male,1,No,No,53,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,102.84,1023.26,No
sdv-id-UkQFep,Male,0,No,No,34,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,45.93,2683.643,No
sdv-id-wUMCfc,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,79.27,5475.578,No
sdv-id-MgAfOX,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,107.07,1410.706,No
sdv-id-BLIYnr,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.6,123.918,No
sdv-id-FrjuLD,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.25,5586.973,No
sdv-id-nIIKKf,Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.14,3376.789,No
sdv-id-dVSNQm,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.54,6565.814,No
sdv-id-fOvENu,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.64,2571.232,No
sdv-id-ZpfZuO,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.16,1554.002,Yes
sdv-id-QXEjIu,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.9,5686.271,No
sdv-id-YzhERP,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,41.57,1728.982,Yes
sdv-id-rltrwo,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,83.87,935.17,Yes
sdv-id-JaqbaW,Female,1,No,No,35,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,78.51,1281.812,No
sdv-id-GJINwy,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,338.595,Yes
sdv-id-Qevpuu,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.18,961.97,No
sdv-id-DpFKpL,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,131.628,Yes
sdv-id-YXcNdI,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,105.64,718.568,Yes
sdv-id-xpzphu,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,79.314,No
sdv-id-WXnMnq,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),111.08,8422.68,Yes
sdv-id-lgnNjH,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,2698.172,No
sdv-id-DgsJBn,Female,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.56,89.83,No
sdv-id-CKitfy,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),81.23,1290.763,Yes
sdv-id-AxPDHD,Male,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.11,4396.298,No
sdv-id-Idtizw,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.69,1021.162,No
sdv-id-pgyrkB,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.1,7378.272,Yes
sdv-id-HKjDaa,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,23.06,3081.756,No
sdv-id-GDpAHD,Female,0,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,46.0,18.8,No
sdv-id-vmDZgI,Male,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,51.43,2571.047,No
sdv-id-tLEObz,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.6,18.8,No
sdv-id-MGdbBc,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.64,4373.857,No
sdv-id-WXGpax,Male,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),47.83,1561.133,No
sdv-id-Sbrdvh,Male,0,No,No,32,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.58,5452.216,No
sdv-id-VHlwPx,Male,0,No,No,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,53.26,1401.169,No
sdv-id-umVSkm,Male,1,No,No,47,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.73,3613.482,Yes
sdv-id-rZGRxd,Male,0,No,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),75.59,6802.622,No
sdv-id-gcoOgR,Female,0,Yes,Yes,47,No,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,45.45,3933.201,No
sdv-id-zBNXSv,Male,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),91.71,7189.173,No
sdv-id-xwNyWg,Female,0,No,No,51,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,46.62,1563.001,No
sdv-id-tOkepa,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.42,663.295,No
sdv-id-iScUpQ,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.55,18.8,No
sdv-id-oSEEdf,Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.29,4423.716,No
sdv-id-bRBwkT,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.64,1505.199,No
sdv-id-mdzXEC,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.33,6492.957,No
sdv-id-fMYJrM,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,113.05,4350.521,Yes
sdv-id-PsfSRo,Male,0,Yes,No,47,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),18.79,1194.084,No
sdv-id-UjROIA,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.13,534.781,No
sdv-id-QVPqSo,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),92.11,1958.559,No
sdv-id-GwjSej,Female,0,No,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),81.52,5074.959,No
sdv-id-forEvu,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.28,1386.364,Yes
sdv-id-VpwgPy,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.76,1055.932,No
sdv-id-ltEvMC,Female,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),50.98,1301.053,No
sdv-id-XTaWkX,Male,1,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.49,236.46,Yes
sdv-id-AtoMxl,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.56,2148.325,No
sdv-id-XqkYRk,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,60.04,1649.329,No
sdv-id-LlaVCj,Male,0,No,No,61,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),86.14,5820.465,No
sdv-id-eOSjwJ,Female,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.85,104.455,No
sdv-id-ZsfEJJ,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.64,163.632,No
sdv-id-gJRiiS,Female,0,No,Yes,32,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.17,3331.385,No
sdv-id-kGqbBx,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,73.83,66.308,No
sdv-id-ZgCoCK,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.47,781.508,No
sdv-id-VJIzha,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),42.5,18.8,Yes
sdv-id-MxkZWX,Male,0,Yes,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.48,88.99,No
sdv-id-YhroqC,Female,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),51.83,18.8,Yes
sdv-id-DCBkSV,Female,0,No,No,47,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,52.87,160.875,No
sdv-id-imTcqe,Male,0,Yes,No,54,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),49.56,3340.089,No
sdv-id-xiwBDw,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.89,287.974,Yes
sdv-id-VAyeTR,Male,0,No,No,42,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),75.43,1854.534,No
sdv-id-dtYcRm,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.38,1288.916,No
sdv-id-rdTzQy,Female,0,No,No,5,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),21.99,38.426,Yes
sdv-id-RShrYG,Male,0,No,No,19,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),68.7,2025.474,No
sdv-id-dcOxul,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.03,18.8,Yes
sdv-id-RQDCLa,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.63,271.218,No
sdv-id-sIbRte,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.03,149.51,Yes
sdv-id-shrcse,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.0,968.144,Yes
sdv-id-dSebgR,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.94,643.187,No
sdv-id-BjXaki,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.22,638.693,No
sdv-id-VLVwOt,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,80.08,5294.344,No
sdv-id-BaSIpI,Female,0,Yes,Yes,30,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,65.27,1933.177,No
sdv-id-IAUGYH,Male,0,No,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),69.15,3297.419,No
sdv-id-jmSNDs,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.92,18.8,No
sdv-id-pZvZCw,Male,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.97,450.96,No
sdv-id-PuXZJy,Male,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.25,710.916,No
sdv-id-baHsnC,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.58,748.233,No
sdv-id-jYdrvV,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.54,522.52,No
sdv-id-JQaLoy,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.34,1095.061,No
sdv-id-HJwBvA,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.74,1725.392,Yes
sdv-id-ukkKwe,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.86,18.8,No
sdv-id-iQnnkY,Female,0,No,No,54,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.82,6635.752,No
sdv-id-SwaxHV,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),107.48,5503.639,Yes
sdv-id-dnnmEL,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.53,1021.824,No
sdv-id-OuheJA,Male,0,Yes,No,17,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,37.6,82.65,No
sdv-id-iwdgop,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,44.999,No
sdv-id-rHQUcN,Female,0,Yes,No,1,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.46,243.228,Yes
sdv-id-qEaGcy,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.31,177.417,No
sdv-id-UVUTkd,Male,1,Yes,No,30,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),39.2,3740.766,No
sdv-id-GVJqrf,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.94,1445.334,No
sdv-id-NhzmOH,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.17,8089.189,No
sdv-id-RihxrZ,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.87,2027.425,No
sdv-id-WgAmWD,Male,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6351.551,No
sdv-id-AJAEpM,Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,61.31,6107.049,No
sdv-id-mYAMcG,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.6,1350.517,No
sdv-id-YUXJNs,Male,0,No,No,21,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),27.12,900.246,No
sdv-id-lnnXpI,Female,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,85.75,4027.5,No
sdv-id-pNCeUe,Female,0,No,No,72,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),80.64,6721.646,No
sdv-id-lQTdAC,Female,0,No,No,42,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),63.02,495.558,No
sdv-id-jMLKXk,Male,1,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),101.01,4871.29,No
sdv-id-SlDBob,Male,0,Yes,No,3,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.18,922.197,No
sdv-id-ApjXQB,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),21.69,255.185,No
